M_Date,Hour,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM25,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,PRE_PM25
2015/4/10,11,18,2,0.5,0.26,4.6,29,33,24,22,14,1.6,88,2.2,2.3,63,54,3.2,1.7,17
2015/4/10,12,18,2,0.38#,0.16,2.6#,19#,21#,37#,22,12,NR,87,1.8#,2.2,63,66,3.3,2.1,14
2015/4/10,13,18,2,0.34,0.13,1.7,14,16,40,17,14,1.2,87,1.4,2.1,70,63,3.2,2.4,12
2015/4/10,14,18,2,0.34,0.13,1.8,14,16,39,17,12,NR,86,1.9,2.1,65,66,3.4,2.6,14
2015/4/10,15,18,2,0.34,0.15,1.5,16,18,38,18,14,NR,84,1.8,2.1,63,59,3.7,2.3,12
2015/4/10,16,17,2,0.35,0.13,1.3,17,18,39,18,11,NR,83,1.5,2.1,72,77,2.7,2.3,14
2015/4/10,17,17,2,0.39,0.14,1.2,17,18,38,18,8,NR,82,1.8,2.1,70,61,3.3,2.5,11
2015/4/10,18,17,1.9,0.36,0.11,0.8,13,14,43,20,10,NR,83,1.6,2.1,68,53,3.7,2.9,8
2015/4/10,19,16,1.9,0.37,0.1,0.8,13,14,42,22,11,0.2,85,1.5,2,68,66,3.5,2.6,10
2015/4/10,20,16,1.9,0.31,0.08,0.5,12,12,46,18,11,NR,84,1.6,2,72,72,3.5,3,11
2015/4/10,21,16,1.9,0.34,0.08,0.7,14,15,41,20,16,0.2,82,2,2,66,62,3.9,3.2,11
2015/4/10,22,16,2,0.36,0.12,0.6,16,17,38,23,20,0.2,85,1.9,2.1,71,70,3.7,2.5,16
2015/4/10,23,16,2,0.34,0.09,0.5,12,13,40,26,22,NR,84,1.7,2.1,69,66,2.5,2.6,20
2015/4/11,0,16,2,0.36,0.09,0.5,15,16,35,34,23,0.6,85,2.6,2.1,66,65,2.4,2.4,22
2015/4/11,1,15,2,0.34,0.13,0.5,15,15,35,40,22,0.2,87,2.5,2.1,65,65,2.8,2.2,23
2015/4/11,2,15,2,0.3,0.11,0.6,13,14,39,38,19,1,87,2.2,2.1,63,62,2.3,1.9,22
2015/4/11,3,15,2,0.29,0.09,0.4,12,12,41,34,20,0.8,87,2.4,2.1,67,74,2.8,2.2,19
2015/4/11,4,15,2,0.29,0.07,0.5,11,11,45,29,24,3.8,88,2.1,2.1,66,68,2.4,1.9,20
2015/4/11,5,15,2,0.28,0.06,0.5,7.8,8.3,52,29,22,3.6,89,1.6,2,67,55,2.3,2.2,24
2015/4/11,6,15,2,0.29,0.05,0.6,8.5,9.1,51,29,18,0.8,87,1.6,2,68,72,2.8,3.1,22
2015/4/11,7,16,2,0.36,0.09,0.7,13,14,45,28,21,NR,85,1.9,2.1,64,57,2.5,2.3,18
2015/4/11,8,16,2,0.4,0.09,0.9,17,18,42,32,21,1,86,1.8,2.1,65,64,2,2.2,21
2015/4/11,9,16,2,0.4,0.11,1.5,18,19,42,35,22,0.4,87,1.8,2.1,61,60,2.7,2.2,21
2015/4/11,10,16,2,0.44,0.15,2.1,21,23,38,33,22,0.2,87,1.9,2.2,61,54,2.8,2,22
2015/4/11,11,16,2,0.44,0.15,1.9,22,24,37,35,23,0.2,86,1.9,2.2,70,64,2.3,1.7,22
2015/4/11,12,16,2,0.44,0.14,1.9,23,25,38,42,26,1,86,2.1,2.1,64,63,2.3,1.8,23
2015/4/11,13,16,2,0.41,0.13,2.1,24,26,36,40,24,1.4,87,2.1,2.1,60,61,2.6,1.9,26
2015/4/11,14,16,2,0.4,0.13,2,23,25,35,34,22,2.2,89,2,2.1,69,54,2.7,1.8,24
2015/4/11,15,16,2,0.39,0.14,1.8,21,23,37,28,20,0.6,89,2,2.1,64,55,2.3,2.1,22
2015/4/11,16,16,2,0.44,0.18,1.9,26,28,33,26,17,1,89,2.5,2.2,63,72,1.9,1.4,20
2015/4/11,17,16,2,0.43,0.14,1.5,23,24,38,31,19,1.4,88,2.3,2.1,63,66,2.3,1.8,17
2015/4/11,18,16,2,0.46,0.12,0.9,20,21,40,33,21,1,88,1.8,2.1,65,67,1.9,1.7,19
2015/4/11,19,16,2,0.47,0.13,1,23,24,36,33,22,1.4,89,2.2,2.2,66,60,1.7,1.4,21
2015/4/11,20,16,2,0.47,0.16,0.8,22,22,36,35,26,2.4,89,2,2.2,62,64,2.1,1.6,22
2015/4/11,21,16,2.1,0.53,0.17,1.2,26,27,28,38,28,1.8,90,2.2,2.2,72,83,2,1.1,26
2015/4/11,22,16,2.1,0.54,0.15,1.4,27,28,26,35,26,1.2,89,2.3,2.2,79,68,1.6,1.1,28
2015/4/11,23,16,2.1,0.51,0.21,0.9,26,27,24,34,26,NR,89,1.8,2.3,79,64,1,1,26
2015/4/12,0,16,2.1,0.52,0.17,0.8,28,29,19,39,28,0.2,88,2.7,2.3,64,66,1.1,1.1,26
2015/4/12,1,17,2.1,0.45,0.15,0.9,24,25,23,44,29,NR,88,2.2,2.3,65,58,1,0.9,28
2015/4/12,2,16,2.2,0.45,0.14,0.7,23,24,21,42,29,NR,88,2,2.3,56,83,0.9,0.7,29
2015/4/12,3,17,2.1,0.41,0.14,0.8,17,18,27,39,27,NR,88,2,2.3,73,48,1.1,0.8,29
2015/4/12,4,17,2.1,0.3,0.1,0.9,12,13,32,40,28,NR,89,1.8,2.2,58,62,0.6,0.6,27
2015/4/12,5,17,2.1,0.33,0.12,0.8,11,12,33,44,30,NR,91,1.6,2.2,81,76,1.4,0.8,28
2015/4/12,6,17,2.1,0.35,0.15,0.9,11,12,29,48,27,NR,92,1.9,2.3,70,52,1.1,0.8,30
2015/4/12,7,17,2.2,0.5,0.15,3.6,26,30,14,44,26,NR,91,2.1,2.3,67,79,1.1,0.9,27
2015/4/12,8,17,2.1,0.51,0.29,5.1,28,33,17,37,28,NR,91,2.6,2.4,82,85,1.3,1.1,26
2015/4/12,9,18,2.1,0.48,0.28,4.7,25,29,25,31,27,NR,91,2.5,2.3,86,80,1.4,1,28
2015/4/12,10,18,2.1,0.52,0.2,3.7,21,25,33,26,23,NR,91,2,2.3,63,70,1.3,0.6,27
2015/4/12,11,18,2,0.39,0.13,1.8,14,15,48,23,18,NR,90,1.7,2.1,52,46,2.8,1.4,23
2015/4/12,12,19,2,0.38,0.13,1.9,15,16,47,18,15,NR,88,1.8,2.1,60,59,1.4,1,18
2015/4/12,13,19,2,0.35,0.09,1.5,11,12,49,21,15,NR,87,1.6,2.1,58,38,1.3,0.9,15
2015/4/12,14,18,2,0.39,0.11,1.6,16,17,45,23,16,NR,89,1.9,2.1,50,51,1.7,1,15
2015/4/12,15,18,2,0.39,0.12,1.3,18,19,45,29,22,0.2,88,1.6,2.1,57,60,1.8,1.3,16
2015/4/12,16,18,2,0.45,0.15,1.7,23,24,39,43,25,NR,88,1.9,2.2,62,61,2,1.5,22
2015/4/12,17,18,2,0.47,0.14,1.3,20,21,40,44,24,NR,87,1.4,2.2,65,67,1.9,1.5,25
2015/4/12,18,18,2,0.46,0.12,1.2,20,21,39,40,27,NR,86,2,2.2,61,54,1.7,1.5,24
2015/4/12,19,18,2,0.52,0.15,1.2,26,28,29,43,31,NR,86,1.7,2.2,80,76,1.5,1.4,27
2015/4/12,20,18,2,0.49,0.16,1.3,20,22,33,40,31,NR,86,1.4,2.2,88,91,2.1,1.8,31
2015/4/12,21,18,2,0.53,0.17,1.7,25,27,25,38,28,NR,85,1.3,2.2,86,93,1.6,1.4,31
2015/4/12,22,18,2.1,0.57,0.19,2.1,28,30,20,34,24,NR,84,1.4,2.2,83,75,1.3,1.2,28
2015/4/12,23,19,2.1,0.52,0.16,1.4,21,22,24,27,22,NR,82,1.1,2.3,56,40,0.8,0.8,24
2015/4/13,0,18,2.3,0.52,0.22,2.3,34,37,5.7,35,27,NR,85,4,2.5,55,47,1.2,0.8,22
2015/4/13,1,18,2.3,0.52,0.3,1.7,31,33,8.8,49,30,NR,84,4.6,2.6,66,79,1.5,1.2,27
2015/4/13,2,18,2.1,0.46,0.15,1.1,24,25,15,43,26,NR,81,3.3,2.3,64,65,1.2,1.1,30
2015/4/13,3,18,2.2,0.47,0.21,0.9,25,26,16,39,27,NR,81,3.7,2.4,61,56,1.4,1.1,26
2015/4/13,4,18,2.1,0.39,0.18,0.9,18,19,23,48,32,NR,83,2.8,2.3,73,69,1,1.2,27
2015/4/13,5,18,2.1,0.39,0.23,1.1,20,21,20,46,32,NR,83,3,2.3,78,76,1.3,1.1,32
2015/4/13,6,18,2.1,0.42,0.14,1.8,23,25,21,45,28,NR,82,3.5,2.3,75,72,1.5,1.1,32
2015/4/13,7,19,2.1,0.63,0.19,7,32,39,19,49,31,NR,79,4.2,2.3,74,66,1.9,1.2,28
2015/4/13,8,20,2,0.43,0.14,4.4,19,23,40,53,30,NR,72,4.1,2.2,62,67,3.3,2.6,31
2015/4/13,9,20,2,0.27,0.08,2,9.5,11,57,56,27,NR,62,2.7,2,63,68,3.9,2.8,30
2015/4/13,10,21,2,0.25,0.08,2.1,11,13,62,54,32,NR,57,3,2.1,60,58,4.1,2.8,27
2015/4/13,11,21,2,0.26,0.09,1.9,9.2,11,69,54,34,NR,54,2.6,2.1,62,65,3.5,2.6,32
2015/4/13,12,22,2,0.33,0.11,1.7,10,12,77,61,34,NR,53,2.7,2.1,64,65,3,2.2,34
2015/4/13,13,23,,,,,,,,,-1#,NR,49,,,64,0#,0#,2.1,34
2015/4/13,14,24,2#,0.32#,0.1#,0.4#,11#,12#,82#,62,34,NR,39,2.7#,2.1#,60,60,2.7,1.8,-1#
2015/4/13,15,24,2,0.33,0.12,0.5,11,12,80,64,35,NR,36,2.9,2.1,58,51,2.4,1.8,34
2015/4/13,16,23,2,0.43,0.14,0.7,15,16,73,65,34,NR,40,3.4,2.2,59,56,2.1,1.7,35
2015/4/13,17,23,2.1,0.48,0.15,0.7,17,18,64,68,33,NR,40,3.4,2.2,61,76,1.3,1.4,34
2015/4/13,18,22,2.1,0.79,0.29,0.7,35,36,49,77,37,NR,50,4.1,2.4,48,43,1,0.8,33
2015/4/13,19,20,2.2,0.74,0.36,0.8,35,36,35,84,43,NR,59,55,2.5,55,42,1.5,0.7,37
2015/4/13,20,20,2.2,0.73,0.39,1.2,43,44,23,90,39,NR,60,6.3,2.6,70,56,1.6,1.1,43
2015/4/13,21,19,2.2,0.94,0.4,2.3,46,48,14,90,40,NR,65,3.5,2.6,92,172,1.2,0.9,39
2015/4/13,22,18,2.2,1.03,0.48,3.6,46,50,7.9,81,46,NR,69,3.1,2.7,102,177,0.7,0.8,40
2015/4/13,23,17,2.4,0.82,0.33,2.4,32,34,16,71,45,NR,70,2.1,2.7,220,167,0.6,0.5,46
2015/4/14,0,17,2.4,0.78,0.53,1.9,36,38,8,70,44,NR,72,1,2.9,151,158,0.8,0.5,45
2015/4/14,1,16,2.5,0.52,0.27,1,19,20,21,62,39,NR,70,1.2,2.8,220,178,0.7,0.5,44
2015/4/14,2,16,2.2,0.43,0.25,0.7,19,19,19,56,34,NR,69,1.3,2.5,102,95,1.5,0.7,39
2015/4/14,3,16,2.3,0.38,0.34,1.4,17,18,18,54,29,NR,70,1.3,2.6,123,169,1,0.6,34
2015/4/14,4,15,2.6,0.51,0.26,2,22,24,8.8,48,28,NR,75,1,2.8,188,195,0.6,0.5,29
2015/4/14,5,15,2.5,0.51,0.22,2.2,22,24,14,45,31,NR,74,1,2.8,171,172,1,0.6,28
2015/4/14,6,15,2.3,0.53,0.17,5.1,22,27,17,46,27,NR,70,1.3,2.5,226,230,0.9,0.7,31
2015/4/14,7,17,2.1,0.76,0.2,11,27,37,21,49,25,NR,62,1.9,2.4,211,210,1.1,0.9,27
2015/4/14,8,20,2.1,0.57,0.14,4.9,15,20,48,55,24,NR,48,2.2,2.2,238,254,2.6,1.8,25
2015/4/14,9,21,2,0.46,0.13,2.4,9.7,12,61,60,23,NR,41,2.6,2.2,250,257,2.4,2.6,24
2015/4/14,10,21,2,0.4,0.08,2.2,7.5,9.6,68,67,27,NR,51,2.3,2.1,282,275,3.2,3.1,23
2015/4/14,11,21,2,0.41,0.09,1.8,6.3,8.1,71,75,28,NR,42,2,2.1,281,279,3.2,2.9,27
2015/4/14,12,22,2,0.43,0.08,1.9,6.5,8.4,72,72,27,NR,38,2.1,2.1,260,252,2.8,2.6,28
2015/4/14,13,22,2,0.39,0.07,1.9,6.7,8.6,74,64,23,NR,35,2.3,2.1,269,292,3.7,2.8,27
2015/4/14,14,21,2,0.36,0.06,1.7,5.9,7.6,75,57,23,NR,35,2.2,2,280,266,2.9,2.9,23
2015/4/14,15,21,2,0.37,0.06,1.7,6.3,8,77,49,24,NR,39,2.1,2,277,286,2.4,1.9,23
2015/4/14,16,20,2,0.39,0.09,1.7,6.7,8.4,77,51,22,NR,41,2,2.1,275,276,1.4,1.4,24
2015/4/14,17,20,2,0.43,0.09,1.6,8.4,9.9,76,57,20,NR,41,2.1,2.1,290,288,1.2,1.5,22
2015/4/14,18,20,2,0.58,0.14,1.5,16,18,66,54,18,NR,40,3,2.2,258,165,1,0.5,20
2015/4/14,19,19,2.2,1.35,0.42,2,43,45,35,55,22,NR,49,2.7,2.6,180,187,1.2,0.9,18
2015/4/14,20,18,2.2,1.18,0.39,2.5,45,48,26,57,30,NR,55,2.1,2.6,165,94,1.3,0.7,22
2015/4/14,21,17,2.2,1.13,0.56,8.7,54,63,6.5,61,35,NR,62,2.6,2.7,93,92,1.5,1.1,30
2015/4/14,22,16,2.1,0.85,0.4,3.2,38,41,12,59,34,NR,65,2,2.5,92,98,1.2,1,35
2015/4/14,23,16,2.1,0.57,0.33,1.9,27,29,17,48,28,NR,63,1.7,2.4,97,93,1.4,1.1,34
2015/4/15,0,16,2,0.4,0.28,1.5,19,20,25,42,19,NR,55,1.4,2.3,92,91,0.9,1.1,28
2015/4/15,1,15,2.1,0.33,0.32,1.6,14,15,29,33,17,NR,52,1.2,2.4,88,91,0.9,1,19
2015/4/15,2,15,2.2,0.33,0.43,1.5,12,13,27,26,16,NR,54,1,2.6,125,225,0.6,0.2,17
2015/4/15,3,15,2.5,0.42,0.28,1.2,21,22,16,23,15,NR,59,0.7,2.8,160,111,0.5,0.4,16
2015/4/15,4,14,2.3,0.31,0.56,1.3,19,20,18,22,16,NR,57,1,2.8,104,140,0.6,0.3,15
2015/4/15,5,14,2.7,0.41,0.34,2.2,24,27,12,24,13,NR,62,0.7,3,205,222,0.7,0.5,16
2015/4/15,6,15,2.4,0.53,0.33,8.4,30,38,13,28,17,NR,57,1.7,2.7,87,69,0.8,0.9,13
2015/4/15,7,17,2.2,0.82,0.52,19,45,64,17,42,26,NR,49,2.5,2.7,87,41,0.6,0.5,17
2015/4/15,8,20,2.1,0.76,0.29,14,34,48,26,50,28,NR,44,3.4,2.4,206,249,1.5,0.7,26
2015/4/15,9,22,2.1,0.47,0.17,7.4,22,29,43,49,28,NR,47,5.7,2.3,261,262,1.7,1.3,28
2015/4/15,10,23,2,0.39,0.14,5.2,20,25,56,56,31,NR,35,5.7,2.2,268,265,2.3,1.8,28
2015/4/15,11,24,2,0.41,0.12,2.4,12,14,79,59,30,NR,42,3,2.1,279,289,2.8,2.2,31
2015/4/15,12,24,2,0.46,0.11,1.9,13,14,89,60,32,NR,46,4.9,2.1,266,274,2.5,2.1,30
2015/4/15,13,24,2,0.42,0.1,1.8,12,14,98,65,34,NR,46,5.1,2.1,288,299,2.5,2,32
2015/4/15,14,24,2,0.37,0.09,1.4,10,12,100,62,34,NR,44,4.6,2.1,283,266,1.3,1.2,34
2015/4/15,15,24,2,0.38,0.09,1.5,10,12,94,49,27,NR,37,4.5,2.1,263,252,1.9,1.6,34
2015/4/15,16,24,2,0.43,0.12,1.4,15,16,88,46,24,NR,41,4.5,2.1,267,243,1.8,1.6,27
2015/4/15,17,23,2,0.54,0.16,1.4,19,20,85,56,26,NR,44,4.4,2.2,240,232,1.6,1.6,24
2015/4/15,18,22,2,0.61,0.16,1.2,17,18,86,57,26,NR,50,3.2,2.2,230,222,1,1.1,26
2015/4/15,19,22,2.1,0.95,0.27,1.2,28,29,68,55,27,NR,54,3.4,2.4,187,241,0.6,0.5,26
2015/4/15,20,22,2.2,1.12,0.38,1.5,41,42,48,64,34,NR,56,4.1,2.6,209,167,0.8,0.6,27
2015/4/15,21,22,2.2,1.2,0.4,1.8,44,46,36,72,40,NR,59,3.5,2.6,189,249,1.1,1,34
2015/4/15,22,21,2.2,0.93,0.33,1.5,42,43,32,71,44,NR,61,3.1,2.6,211,57,0.9,0.1,40
2015/4/15,23,21,2.2,0.7,0.25,1.5,36,37,30,66,45,NR,63,3,2.4,91,84,1.3,1.2,44
2015/4/16,0,21,2.2,0.6,0.3,1.4,29,31,30,65,45,NR,66,2.7,2.5,88,93,0.6,0.9,45
2015/4/16,1,21,2.2,0.5,0.33,1.3,25,26,33,64,44,NR,66,3.3,2.5,75,53,0.9,0.6,45
2015/4/16,2,20,2.2,0.45,0.24,1.2,17,18,41,67,40,NR,67,3.1,2.4,102,162,1,0.7,44
2015/4/16,3,20,2.4,0.46,0.2,1.3,16,17,37,65,39,NR,70,2.7,2.6,200,199,0.7,0.6,40
2015/4/16,4,20,2.3,0.42,0.19,1,16,17,44,67,43,NR,70,3.2,2.5,117,95,0.9,0.2,39
2015/4/16,5,20,2.4,0.48,0.26,1.2,22,23,27,72,44,NR,73,3.4,2.6,184,36,0.5,0.3,43
2015/4/16,6,20,2.4,0.67,0.3,4.4,33,37,17,73,47,NR,72,4.3,2.7,64,71,1.3,0.7,44
2015/4/16,7,21,2.3,0.96,0.33,21,44,65,11,76,51,NR,68,4.1,2.6,82,90,1.3,0.9,47
2015/4/16,8,24,2.1,0.7,0.22,7.6,24,32,40,79,51,NR,66,5,2.4,247,240,2.6,1.7,51
2015/4/16,9,25,2.1,0.48,0.18,2.8,15,18,59,86,49,NR,67,6.2,2.3,254,263,3,2.3,51
2015/4/16,10,25,2,0.39,0.1,1.8,10,12,73,79,35,NR,67,4.6,2.1,269,286,2.7,2.4,49
2015/4/16,11,25,2,0.36,0.1,1.6,8.4,10,75,66,28,NR,64,3.6,2.1,256,258,3.1,2.8,35
2015/4/16,12,26,2,0.35,0.08,1.4,7.3,8.7,75,59,27,NR,63,3.3,2.1,257,255,4.1,3.1,28
2015/4/16,13,26,2,0.33,0.08,1.6,8.2,9.7,68,59,25,NR,63,3.4,2.1,253,252,4,3.5,27
2015/4/16,14,26,2,0.34,0.08,1.8,9,11,65,53,23,NR,63,3.4,2.1,254,253,3.5,2.4,25
2015/4/16,15,26,2,0.34,0.08,1.7,8.1,9.8,65,50,24,NR,67,3.4,2,253,252,2.4,2.5,23
2015/4/16,16,25,2,0.41,0.11,2,12,14,57,55,24,NR,69,3.6,2.1,247,221,2.2,1.8,24
2015/4/16,17,25,2,0.41,0.1,1.5,8.9,10,50,53,23,NR,71,2.1,2.1,242,246,1.9,1.7,24
2015/4/16,18,24,2,0.45,0.1,1.2,9.2,10,44,48,21,NR,73,2,2.1,242,234,1.2,1.3,23
2015/4/16,19,24,2,0.58,0.16,1,15,16,37,45,22,NR,72,1.7,2.2,223,232,0.7,1,21
2015/4/16,20,24,2.1,1,0.32,1.5,27,28,24,48,25,NR,74,2.5,2.4,166,177,1,0.8,22
2015/4/16,21,24,2.2,1.32,0.65,15,43,58,3.1,57,29,NR,75,3,2.8,91,86,1,0.7,25
2015/4/16,22,23,2.2,1.08,0.61,17,37,54,1.4,55,28,NR,76,2.8,2.8,86,90,1.2,0.9,29
2015/4/16,23,22,2.2,0.66,0.35,3.8,29,33,5.5,48,28,NR,77,2.4,2.5,72,67,0.7,0.6,28
2015/4/17,0,22,2.1,0.46,0.25,1.7,21,22,9.6,48,27,NR,78,2.5,2.4,80,94,0.8,0.5,28
2015/4/17,1,21,2.1,0.41,0.37,1.2,20,22,8.5,50,26,NR,78,2.4,2.5,96,110,0.8,0.8,27
2015/4/17,2,21,2.1,0.34,0.33,1.4,17,19,11,46,27,NR,78,2.1,2.4,96,92,0.8,0.9,26
2015/4/17,3,20,2.1,0.28,0.29,0.3,15,16,14,35,24,NR,75,2.5,2.4,89,104,0.8,0.8,27
2015/4/17,4,20,2.1,0.22,0.24,0.6,15,16,15,35,21,NR,74,2.3,2.3,76,85,1.1,0.7,24
2015/4/17,5,20,2.1,0.25,0.19,1,17,18,17,44,22,NR,70,4,2.3,98,94,1.6,0.9,21
2015/4/17,6,20,2,0.29,0.16,2.5,20,22,20,42,22,NR,67,3.2,2.2,92,91,1.5,1.2,22
2015/4/17,7,22,2.1,0.67,0.44,10,34,45,18,43,28,NR,63,2.8,2.5,79,70,0.8,0.9,22
2015/4/17,8,23,2.1,0.75,0.5,8.8,38,47,32,59,37,NR,63,7.2,2.6,57,281,0.8,0.1,28
2015/4/17,9,25,2.1,0.54,0.26,5.2,26,31,42,77,43,NR,68,6.9,2.3,304,290,2.5,0.7,37
2015/4/17,10,24,2,0.37,0.15,2.6,15,17,48,75,39,NR,71,4.6,2.2,290,294,1.8,1.5,43
2015/4/17,11,24,1.9,0.26,0.05,1.8,8.6,10,50,53,31,NR,75,2.6,2,301,292,2.7,0.8,39
2015/4/17,12,24,1.9,0.26,0.05,1.5,7.7,9.2,54,40,29,NR,76,2.1,2,299,287,2.3,1.2,31
2015/4/17,13,24,1.9,0.23,0.04,1.1,6.8,7.9,54,44,34,NR,72,2.2,2,292,293,2.4,1.2,29
2015/4/17,14,25,1.9,0.25,0.06,1.4,6.9,8.2,53,44,31,NR,71,1.8,2,304,297,1.6,0.7,34
2015/4/17,15,24,2,0.34,0.1,1.1,9.3,10,56,49,34,NR,75,1.8,2.1,296,290,2.1,1.6,31
2015/4/17,16,24,2,0.4,0.11,1,12,13,55,64,47,NR,76,1.9,2.1,294,292,2.1,1.7,34
2015/4/17,17,23,2,0.51,0.15,1.1,24,25,40,88,56,NR,78,3,2.2,349,56,1.5,0.6,47
2015/4/17,18,23,2.1,0.65,0.26,1.1,35,36,26,111,66,NR,79,4.4,2.4,49,72,0.8,0.3,56
2015/4/17,19,23,2.2,0.67,0.33,0.7,29,30,28,127,69,NR,81,5.3,2.5,44,51,0.7,0.2,66
2015/4/17,20,23,2.2,0.69,0.32,0.6,28,29,25,128,70,NR,81,4.6,2.5,54,57,0.7,0.4,69
2015/4/17,21,23,2.2,0.91,0.47,3,44,47,8.4,130,73,NR,80,6.1,2.7,340,202,0.6,0.2,70
2015/4/17,22,23,2.3,1.13,0.58,11,50,61,1.8,131,73,NR,79,6.2,2.9,252,297,0.9,0.1,73
2015/4/17,23,23,2.4,0.93,0.5,7.1,42,49,3.3,123,71,NR,80,5.3,2.9,81,96,1.9,0.6,73
2015/4/18,0,23,2.2,0.74,0.45,6.2,39,46,1.9,111,67,NR,80,3,2.7,86,88,1.1,1.2,71
2015/4/18,1,23,2.2,0.65,0.3,3.7,30,33,5,89,60,NR,79,3,2.6,145,231,0.6,0.5,67
2015/4/18,2,23,2.5,0.65,0.33,6.4,32,38,2.9,76,52,NR,79,2.5,2.8,46,77,1,0.1,60
2015/4/18,3,23,2.2,0.35,0.3,1.4,16,17,13,66,45,NR,77,3.3,2.5,53,34,1,0.4,52
2015/4/18,4,23,2.1,0.35,0.3,1.3,13,14,16,57,40,NR,77,3.1,2.4,88,97,1.1,0.7,45
2015/4/18,5,23,2.2,0.37,0.27,1.3,15,16,14,56,39,NR,77,3.5,2.4,89,113,0.6,0.5,40
2015/4/18,6,23,2.2,0.47,0.29,3.2,20,23,11,60,39,NR,77,3.5,2.5,59,78,1.3,0.4,39
2015/4/18,7,23,2.2,0.68,0.23,8.5,26,35,6.2,64,40,NR,75,2.8,2.4,57,55,0.7,0.4,39
2015/4/18,8,24,2.2,0.83,0.27,16,29,45,11,66,39,NR,72,4.2,2.4,90,113,1.5,0.7,40
2015/4/18,9,27,2.1,0.55,0.22,6.6,19,25,33,66,39,NR,69,5.1,2.3,222,208,1.6,1.1,39
2015/4/18,10,28,2.1,0.54,0.22,4.8,20,25,48,67,44,NR,66,6,2.4,264,246,2.5,1.5,39
2015/4/18,11,28,2.1,0.48,0.15,3.4,15,19,59,73,45,NR,69,5.9,2.2,240,232,1.8,2.2,44
2015/4/18,12,27,2,0.38,0.11,2.5,11,13,45,61,36,NR,75,4.2,2.1,231,230,2.9,2.5,45
2015/4/18,13,27,2,0.41,0.11,2.3,11,13,42,53,31,NR,78,3.9,2.1,254,252,2.4,2.4,36
2015/4/18,14,26,2,0.39,0.09,1.7,10,12,39,54,30,NR,79,3.6,2.1,263,271,2.5,1.9,31
2015/4/18,15,26,2,0.45,0.12,1.7,11,12,40,50,31,NR,80,2.9,2.1,248,238,2.6,1.8,30
2015/4/18,16,26,2,0.44,0.12,1.9,11,13,37,49,31,NR,80,3.1,2.1,256,277,1.8,2.3,31
2015/4/18,17,26,2,0.52,0.14,1.8,9.8,12,35,44,28,NR,81,1.9,2.1,267,281,1.6,1.6,31
2015/4/18,18,25,2,0.57,0.15,1.5,11,13,32,42,30,NR,83,1.9,2.2,268,263,1.4,1.6,28
2015/4/18,19,25,2,0.55,0.15,1.5,13,14,26,46,29,NR,85,2.5,2.2,260,254,2.6,1.9,30
2015/4/18,20,25,2,0.41,0.11,2.3,15,17,16,42,24,1.6,87,3,2.1,249,236,2.7,2.3,29
2015/4/18,21,25,1.9,0.31,0.09,2.2,8,10,19,28,16,0.4,89,1.5,2,240,238,3,2.5,24
2015/4/18,22,25,1.9,0.25,0.06,2.4,10,13,13,18,12,NR,90,2.8,2,254,256,3.7,3.4,16
2015/4/18,23,25,1.9,0.17,0.04,2,8.7,11,9.1,28,12,NR,90,2.8,1.9,252,254,3.7,3.2,12
2015/4/19,0,25,1.9,0.14,0.04,2.4,8.5,11,5.9,33,9,NR,90,4.5,2,254,253,3.5,3.3,12
2015/4/19,1,25,2,0.16,0.06,9.8,14,24,1.7,27,9,NR,89,6.5,2,252,250,3.6,3.4,9
2015/4/19,2,25,2,0.14,0.01,6.5,10,17,4.2,26,8,NR,88,4.1,2,249,246,3.1,3,9
2015/4/19,3,25,2,0.13,0.01,1.2,7.6,8.8,6.7,23,9,NR,88,2.2,2,249,252,2.4,2.6,8
2015/4/19,4,25,2,0.18,0.02,1.2,7.6,8.8,5.9,24,9,NR,87,2.3,2,248,244,3,2.8,9
2015/4/19,5,26,2,0.19,0.02,1.1,8.1,9.2,6.2,18,6,NR,81,2.2,2,236,238,3.3,2.9,9
2015/4/19,6,26,2,0.21,0.02,1.9,8.3,10,7.9,18,6,NR,76,2.3,2,239,240,4.6,3.8,6
2015/4/19,7,27,2,0.26,0.04,3,7.9,11,12,21,10,NR,69,2.3,2,238,243,2.8,3.1,6
2015/4/19,8,29,1.9,0.28,0.05,3.5,6.7,10,17,21,13,NR,62,2.2,2,246,248,3.5,3.5,10
2015/4/19,9,30,2,0.35,0.09,3.2,7.1,10,21,22,15,NR,58,2.1,2.1,250,254,3.5,2.8,13
2015/4/19,10,31,2,0.35,0.09,3.9,10,14,24,26,17,NR,54,3.3,2.1,254,262,4.4,3.4,15
2015/4/19,11,30,2,0.41,0.1,4.9,14,19,29,31,19,NR,60,5,2.1,254,260,4,3.7,17
2015/4/19,12,29,2,0.37,0.08,4.6,14,19,29,35,22,NR,67,5.7,2.1,251,251,4.4,3.9,19
2015/4/19,13,29,1.9,0.29,0.04,3.2,8.9,12,28,33,17,NR,67,3.6,2,252,249,4.6,4.6,22
2015/4/19,14,28,1.9,0.31,0.05,2.1,7.5,9.6,27,31,13,NR,69,2.3,2,244,238,4,4.2,17
2015/4/19,15,27,2,0.39,0.09,1.7,12,14,23,33,16,0.2,70,2.5,2.1,245,243,2.9,3,13
