M_Date,Hour,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM25,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,PRE_PM25
2015/7/11,3,27,1.8,0.15,0.04,1.3,5.1,6.3,39,23,17,NR,75,1.7,1.9,229,240,4.1,3.7,17
2015/7/11,4,27,1.8,0.17,0.04,1.3,3.9,5.1,38,24,15,NR,75,1.6,1.9,228,228,3.5,3.9,17
2015/7/11,5,28,1.8,0.19,0.04,1.3,4.7,6,32,28,18,NR,77,1.7,1.9,226,221,4,3.3,15
2015/7/11,6,28,1.8,0.21,0.05,1.7,6.6,8.3,26,31,16,NR,76,2,1.9,222,217,4.3,3.8,18
2015/7/11,7,28,1.8,0.27,0.07,2.1,8.7,11,23,29,16,NR,75,1.8,1.9,228,232,4,3.5,16
2015/7/11,8,29,1.8,0.31,0.09,3.1,8.6,12,23,28,18,NR,74,1.8,1.9,230,240,4.7,3.6,16
2015/7/11,9,30,1.8,0.33,0.09,3.6,7.4,11,29,32,20,NR,68,1.6,1.9,233,243,5.5,4.3,18
2015/7/11,10,31,1.8,0.33,0.11,3.1,7,10,35,35,21,NR,65,1.4,1.9,240,241,4.7,4.7,20
2015/7/11,11,31,1.8,0.35,0.1,2.7,7.6,10,38,33,20,NR,64,1.5,1.9,240,236,4.4,4.5,21
2015/7/11,12,32,1.8,0.38,0.1,2.6,7.9,11,39,32,21,NR,63,1.4,1.9,242,249,5.2,4.5,20
2015/7/11,13,31,1.8,0.37,0.11,2.3,7.4,9.7,40,35,22,NR,65,1.4,2,245,247,4.4,4.6,21
2015/7/11,14,30,1.9,0.42,0.12,2.1,9.1,11,50,44,23,NR,73,2.3,2,254,258,3.7,3.8,22
2015/7/11,15,30,1.9,0.43,0.12,1.8,8.9,11,51,55,28,NR,74,2.3,2,252,244,3.9,3.6,23
2015/7/11,16,30,1.9,0.42,0.12,2,8.7,11,44,51,25,NR,75,1.9,2,244,244,4.7,4.1,28
2015/7/11,17,29,1.9,0.47,0.12,1.9,8.7,11,40,49,23,NR,76,1.8,2,245,246,4.1,4,25
2015/7/11,18,29,1.9,0.61,0.16,1.6,11,13,34,53,25,NR,76,1.6,2.1,249,249,3,2.9,23
2015/7/11,19,31,1.9,0.48,0.14,1.6,11,13,28,44,23,NR,65,1.5,2,238,237,3.6,3.4,25
2015/7/11,20,31,1.9,0.43,0.12,1.9,11,13,26,31,17,NR,64,1.5,2,237,244,4.4,3.8,23
2015/7/11,21,30,1.9,0.38,0.1,1.8,8.3,10,26,24,17,NR,65,1.1,2,245,250,4,4.3,17
2015/7/11,22,30,1.9,0.34,0.08,1.7,7,8.7,25,24,17,NR,66,1,1.9,248,240,4.1,4,17
2015/7/11,23,30,1.8,0.27,0.07,1.6,7.1,8.7,24,18,13,NR,64,1.5,1.9,229,226,2.9,3,17
2015/7/12,0,30,1.8,0.23,0.05,1.5,6.2,7.7,26,12,11,NR,65,1.6,1.9,230,219,3.1,3.4,13
2015/7/12,1,29,1.9,0.22,0.04,1.4,4.9,6.2,26,16,13,NR,66,1.7,1.9,236,240,3.2,3.2,11
2015/7/12,2,29,1.9,0.2,0.03,1.2,3.9,5.1,26,20,13,NR,66,1.5,1.9,245,244,3.2,2.9,13
2015/7/12,3,29,1.9,0.2,0.04,0.7,6.1,6.9,24,16,11,NR,65,1.9,1.9,244,244,3.8,3,13
2015/7/12,4,29,1.9,0.19,0.04,0.6,5.9,6.5,24,15,11,NR,63,2.2,1.9,246,245,3,3.1,11
2015/7/12,5,29,1.9,0.23,0.04,0.5,4.6,5.1,27,22,14,NR,63,1.9,2,242,237,3.2,3.1,11
2015/7/12,6,29,1.9,0.26,0.04,1.1,4.6,5.7,31,27,13,NR,62,1.9,2,244,241,3.8,3.4,14
2015/7/12,7,30,1.9,0.28,0.04,1.1,4.4,5.5,36,27,17,NR,63,1.5,2,244,248,4.2,3.8,13
2015/7/12,8,31,1.9,0.32,0.06,1.5,5.3,6.8,39,31,22,NR,63,1.5,2,245,244,4.1,4.3,17
2015/7/12,9,31,1.9,0.37,0.07,1.3,5.9,7.2,42,32,19,NR,65,1.5,2,245,246,3.5,4,22
2015/7/12,10,31,2,0.43,0.1,1.7,7.9,9.7,47,33,20,NR,66,1.8,2.1,247,243,4,3.5,19
2015/7/12,11,32,2,0.45,0.08,1.7,8,9.7,53,33,26,NR,66,2.8,2,252,256,4.4,4.1,20
2015/7/12,12,32,1.9,0.53,0.08,2,10,12,49,34,27,NR,65,4.1,2,251,247,4.5,4.1,26
2015/7/12,13,33,2,0.48,0.08,1.9,9.1,11,53,35,24,NR,63,3.4,2,252,248,3.8,3.8,27
2015/7/12,14,32,1.9,0.41,0.07,1.7,8,9.7,50,37,24,NR,66,2.4,2,247,251,4.4,4.1,24
2015/7/12,15,32,1.9,0.39,0.07,1.3,5.9,7.2,44,40,24,NR,68,1.6,2,249,257,4.3,4,24
2015/7/12,16,31,1.9,0.44,0.09,1.3,6.8,8.1,44,43,25,NR,70,1.8,2,249,248,3.2,3.5,24
2015/7/12,17,31,2,0.51,0.1,1.8,11,12,35,40,26,NR,73,2.6,2.1,251,256,3.2,3.3,25
2015/7/12,18,30,1.9,0.51,0.1,1.2,7.5,8.7,38,35,25,NR,77,1.7,2,244,247,2.8,3.2,26
2015/7/12,19,30,2,0.66,0.15,0.8,14,15,30,40,26,NR,77,2.2,2.2,248,251,2.3,1.8,25
2015/7/12,20,29,2,0.55,0.1,0.9,9.9,11,29,40,24,NR,79,1.8,2.1,243,248,2.4,2.6,26
2015/7/12,21,29,2,0.51,0.1,0.9,9.2,10,25,33,23,NR,81,1.8,2.1,238,230,1.6,1.9,24
2015/7/12,22,29,2,0.46,0.09,1,11,12,18,33,22,NR,81,2,2.1,218,175,1.2,0.9,23
2015/7/12,23,29,2.1,0.47,0.11,1,16,17,12,35,24,NR,80,2.7,2.2,244,255,1.1,0.6,22
2015/7/13,0,29,2.1,0.4,0.11,1.2,16,18,9.8,39,22,NR,82,2.2,2.2,254,244,1.9,1.4,24
2015/7/13,1,,,,,,,,,,,,,,,,,,,22
2015/7/13,2,,,,,,,,,,,,,,,,,,,
2015/7/13,3,,,,,,,,,,,,,,,,,,,
2015/7/13,4,,,,,,,,,,,,,,,,,,,
2015/7/13,5,,,,,,,,,,,,,,,,,,,
2015/7/13,6,,,,,,,,,,,,,,,,,,,
2015/7/13,7,,,,,,,,,,,,,,,,,,,
2015/7/13,8,30#,2#,0.49#,0.11#,6.1#,12#,18#,19#,32,25,0#,70#,3.3#,2.1#,240#,254,2.3,2.3#,
2015/7/13,9,31,2,0.45#,0.11,5.8,13,19,27,34,26,NR,68,4,2.1,247,234,2.9,2.7,25
2015/7/13,10,32,2,0.44,0.1,4.2,11,15,38#,37,26,NR,66,3,2.1,260,252,2.8,2.4,26
2015/7/13,11,32,1.9#,0.43#,0.05#,4.9#,13#,18#,28#,,,NR,62,4.5#,2#,277,280,3.3,2.8,26
2015/7/13,12,32,1.9,0.3,0.05,1.6,3.7,5.2,32,13,28*,NR,61,0.9,2,283,291,3.1,2.8,
2015/7/13,13,32,1.9,0.28,0.03,1.5,3.6,5.1,35,13,21*,NR,61,1,1.9,289,283,2.7,2.5,28*
2015/7/13,14,32,1.9,0.27,0.05,1.8,4.3,6.1,32,16,15,NR,61,0.9,1.9,278,282,1.7,1.6,21*
2015/7/13,15,32,1.9,0.3,0.06,1.7,4.2,5.9,38,17,15,NR,59,1,1.9,278,293,2.2,1.6,15
2015/7/13,16,32,1.9,0.34,0.07,1.7,5.8,7.5,43,18,15,NR,63,1.1,2,348,68,1,0.3,15
2015/7/13,17,31,1.9,0.41,0.09,1.6,7.6,9.2,42,24,17,NR,63,1.1,2,295,326,1.4,1.1,15
2015/7/13,18,30,1.9,0.5,0.12,1.2,12,13,38,33,20,NR,71,2,2,297,313,1.3,1.5,17
2015/7/13,19,30,2,0.82,0.3,1.1,14,16,31,83,55,NR,74,2.4,2.3,57,87,0.9,0.7,20
2015/7/13,20,29,2,0.64,0.25,1.4,18,20,21,87,62,NR,76,3,2.3,59,43,0.8,0.3,55
2015/7/13,21,29,2,0.64,0.28,2.3,25,27,13,46,36,NR,76,3.3,2.3,184,224,1.5,0.6,62
2015/7/13,22,28,2,0.47,0.13,1.6,12,14,25,44,34,NR,82,2.2,2.1,239,239,2.2,1.5,36
2015/7/13,23,28,2,0.31,0.06,1,6.9,7.9,35,42,30,NR,83,2.1,2,268,292,2.2,1.9,34
2015/7/14,0,28,2,0.25,0.04,1,5.4,6.5,37,40,30,NR,84,2.3,2,277,271,1.4,1.3,30
2015/7/14,1,28,2,0.25,0.04,0.8,6.1,6.9,36,38,30,NR,82,2.5,2,252,230,1.7,1.3,30
2015/7/14,2,28,1.9,0.24,0.02,0.8,4.2,4.9,37,32,28,NR,83,2.2,2,244,241,2.1,1.6,30
2015/7/14,3,28,1.9,0.24,0.02,0.5,5.5,5.9,34,31,27,NR,83,3.4,2,240,195,0.8,1.2,28
2015/7/14,4,28,2,0.2,0.05,0.3,5.6,5.8,30,34,30,NR,83,2.3,2,199,235,0.8,0.5,27
2015/7/14,5,27,2,0.23,0.28,0.6,11,12,13,31,26,NR,74,2.3,2.2,93,102,0.8,0.9,30
2015/7/14,6,28,2,0.39,0.36,5.6,20,26,10,28,22,NR,72,2.5,2.4,97,94,1.3,0.7,26
2015/7/14,7,29,2,0.46,0.18,5.6,15,21,22,31,28,NR,72,2.4,2.1,112,134,0.9,0.3,22
2015/7/14,8,29,1.9,0.39,0.09,2.3,12,15,33,34,30,NR,73,3.1,2,240,235,1.4,0.4,28
2015/7/14,9,30,1.9,0.34,0.1,1.9,8.9,11,43,37,33,NR,67,2.8,2,273,256,1.4,0.7,30
2015/7/14,10,32,1.9,0.26,0.07,1.7,8.2,9.9,52,33,28,NR,60,3.2,1.9,295,291,2.1,1.1,33
2015/7/14,11,32,1.9,0.29,0.08,1.3,6.5,7.8,58,34,28,NR,58,2.4,2,281,275,2.2,1.7,28
2015/7/14,12,33,1.9,0.29,0.07,1.1,6.6,7.7,51,38,30,NR,55,1.9,1.9,286,303,2.3,1.9,28
2015/7/14,13,33,1.9,0.23,0.05,1.1,4.7,5.7,47,37,26,NR,57,1.9,1.9,304,301,2.1,0.6,30
2015/7/14,14,32,1.8,0.21,0.04,1,3.8,4.8,43,33,23,NR,56,1.4,1.9,305,298,2.9,1.1,26
2015/7/14,15,32,1.9,0.23,0.05,0.8,4.4,5.2,43,31,25,NR,60,1.9,1.9,296,293,2.8,1.1,23
2015/7/14,16,31,1.9,0.29,0.06,0.9,6,6.8,43,34,32,NR,64,1.9,1.9,289,294,1.7,1.6,25
2015/7/14,17,31,1.9,0.46,0.13,0.8,11,12,42,46,38,NR,68,2.4,2,290,297,1.3,1.3,32
2015/7/14,18,31,1.9,0.44,0.21,0.5,15,16,39,46,37,NR,63,3.9,2.1,52,66,1.5,0.7,38
2015/7/14,19,31,1.9,0.52,0.31,0.6,25,26,31,45,38,NR,61,5.5,2.3,71,58,1.2,0.7,37
2015/7/14,20,30,2,0.59,0.29,1.1,29,30,22,45,39,NR,61,4.3,2.3,166,233,1.6,0.4,38
2015/7/14,21,30,2,0.66,0.25,2.6,29,31,13,49,39,NR,72,4.1,2.3,200,177,1.5,0.9,39
2015/7/14,22,29,2,0.48,0.16,1.7,20,22,18,51,39,NR,78,3,2.2,207,212,1.2,0.9,39
2015/7/14,23,28,1.9,0.25,0.06,0.7,8.6,9.4,37,39,29,NR,78,3.1,2,233,221,1.6,1.3,39
2015/7/15,0,28,1.9,0.23,0.06,0.5,7.9,8.4,36,29,23,NR,78,2.3,2,208,163,1.1,0.9,29
2015/7/15,1,28,1.9,0.22,0.05,0.6,10,11,28,35,32,NR,81,4.3,2,171,183,1,0.8,23
2015/7/15,2,28,2,0.21,0.07,0.4,9.3,9.7,29,39,34,NR,80,3.6,2,269,262,1.4,0.7,32
2015/7/15,3,28,1.9,0.16,0.06,1.4,5.6,6.9,38,33,26,NR,79,2.8,2,229,181,1.1,1,34
2015/7/15,4,27,2,0.27,0.07,1.5,13,14,14,34,25,NR,82,2.3,2.1,169,169,1.2,1.1,26
2015/7/15,5,27,2.1,0.31,0.11,1.9,11,13,13,42,29,NR,80,2.5,2.2,195,216,0.8,0.5,25
2015/7/15,6,28,2,0.36,0.12,3.4,15,18,17,40,34,NR,79,3.2,2.1,175,150,1.1,0.8,29
2015/7/15,7,28,1.9,0.39,0.09,3.6,11,15,27,35,33,NR,77,3.7,2,181,220,0.9,0.8,34
2015/7/15,8,29,1.9,0.41,0.1,4.4,13,17,27,38,32,NR,74,4.8,2,260,305,2,1,33
2015/7/15,9,30,1.9,0.39,0.1,5,13,18,34,40,35,NR,68,6,2,271,258,2,1.6,32
2015/7/15,10,31,1.9,0.3,0.08,2.4,6.4,8.9,46,40,34,NR,63,2.4,2,267,276,1.4,1.4,35
2015/7/15,11,32,1.8,0.28,0.05,2,5.3,7.3,47,35,29,NR,60,2.2,1.9,282,270,1.8,1.4,34
2015/7/15,12,32,1.8,0.28,0.06,2.4,6.7,9.1,46,33,26,NR,57,2.1,1.9,280,290,2.9,1.6,29
2015/7/15,13,32,1.8,0.24,0.04,2.3,5.1,7.4,41,33,22,NR,58,1.5,1.9,285,297,2.5,2.3,26
2015/7/15,14,32,1.8,0.24,0.04,2.4,5,7.3,41,31,20,NR,60,1.7,1.9,294,281,1.9,1.3,22
2015/7/15,15,31,1.8,0.24,0.04,1.9,4.2,6,46,28,22,NR,62,1.9,1.9,297,298,1.6,0.8,20
2015/7/15,16,31,1.8,0.27,0.05,1.9,6.3,8.2,47,31,24,NR,60,2.2,1.9,300,69,1.6,0.9,22
2015/7/15,17,32,1.8,0.33,0.11,1.8,8.9,11,42,29,25,NR,56,2.1,2,71,72,1,0.7,24
2015/7/15,18,32,1.9,0.47,0.15,1.5,15,17,40,31,27,NR,57,2.4,2,75,71,1.6,0.5,25
2015/7/15,19,31,1.9,0.48,0.22,1.6,19,21,40,39,29,NR,58,3.2,2.1,68,54,1.7,1.3,27
2015/7/15,20,31,2,0.62,0.29,1.9,31,33,21,46,32,NR,61,5,2.3,76,57,1.3,0.9,29
2015/7/15,21,30,1.9,0.59,0.28,1.8,27,28,22,51,36,NR,64,3.9,2.2,53,294,0.7,0.4,32
2015/7/15,22,30,2.1,0.83,0.48,2.6,35,38,8.1,55,42,NR,66,4.6,2.6,230,192,1.2,0.8,36
2015/7/15,23,29,2,0.42,0.13,2,17,19,18,48,36,NR,73,1.5,2.1,185,193,1,0.7,42
2015/7/16,0,28,2,0.33,0.1,1.7,13,15,18,33,26,NR,76,2.4,2.1,183,198,0.9,0.7,36
2015/7/16,1,28,2,0.3,0.1,1.6,13,14,17,37,26,NR,76,1.9,2.1,196,181,1.1,0.7,26
2015/7/16,2,28,2,0.27,0.1,1.5,12,13,18,39,26,NR,77,2.1,2.1,212,184,1,0.7,26
2015/7/16,3,27,2,0.28,0.11,1,13,14,17,39,28,NR,79,2.7,2.1,216,215,1.3,0.8,26
2015/7/16,4,27,2.1,0.31,0.12,0.7,13,14,16,40,30,NR,79,2.8,2.2,195,171,0.8,0.6,28
2015/7/16,5,27,2,0.35,0.13,1,16,17,14,42,32,NR,80,3.4,2.2,178,178,0.8,0.8,30
2015/7/16,6,28,2.1,0.5,0.19,2.5,17,19,19,43,35,NR,78,3.8,2.3,187,187,0.9,0.6,32
2015/7/16,7,29,1.9,0.45,0.13,2.6,13,15,40,39,37*,NR,72,4.1,2.1,157,127,0.8,0.6,35
2015/7/16,8,30,1.9,0.48,0.13,2.4,14,16,44,35,33,NR,64,4.1,2.1,250,185,1,0.4,37*
2015/7/16,9,31,1.9,0.46,0.12,2.1,13,15,55,39,33,NR,61,3.6,2.1,286,298,1.8,0.8,33
2015/7/16,10,32,1.9,0.36,0.09,1.5,9.3,11,61,42,34,NR,58,2.5,2,298,331,1.7,0.6,33
2015/7/16,11,32,1.8,0.29,0.06,1.5,7.1,8.6,55,39,28,NR,56,2.2,1.9,305,300,1.9,0.7,34
2015/7/16,12,32,1.8,0.24,0.04,1.4,5.2,6.6,46,33,27,NR,60,1.9,1.9,293,293,3.1,1.8,28
2015/7/16,13,32,1.8,0.26,0.04,1.2,5.6,6.8,49,28,26,NR,59,1.9,1.9,293,286,2,0.7,27
2015/7/16,14,32,1.8,0.28,0.06,1.5,7.3,8.8,53,32,28,NR,59,2,1.9,294,317,2,0.7,26
2015/7/16,15,32,1.8,0.27,0.06,1.6,7.4,9,54,34,28,NR,61,2.7,1.9,349,289,1.7,0.3,28
2015/7/16,16,32,1.9,0.35,0.1,1.6,13,15,59,39,29,NR,62,3.8,2,336,47,1.5,0.4,28
2015/7/16,17,32,1.9,0.43,0.2,1.2,16,17,63,49,36,NR,55,5.2,2.1,64,62,1.8,1.3,29
2015/7/16,18,32,1.9,0.5,0.22,0.9,18,19,55,50,41,NR,53,4.3,2.1,63,55,1.6,1.5,36
2015/7/16,19,32,2,0.6,0.29,1,21,22,41,54,40,NR,54,4.9,2.2,3.2,296,1.1,0.3,41
2015/7/16,20,31,2.1,0.85,0.33,1.1,26,27,34,59,39,NR,58,4.9,2.4,264,177,1.1,0.6,40
2015/7/16,21,30,2.1,0.95,0.36,2.3,38,40,17,60,45,NR,65,3.7,2.4,210,228,1.5,0.9,39
2015/7/16,22,30,2,0.59,0.2,1.3,23,24,23,59,45,NR,75,3.3,2.2,243,296,1.8,1.4,45
2015/7/16,23,29,1.9,0.22,0.03,0.6,5.9,6.5,37,44,33,NR,81,2.6,1.9,271,262,1.5,1.6,45
2015/7/17,0,28,1.9,0.21,0.04,0.7,8.4,9,33,32,25,NR,81,2.4,1.9,241,216,1.2,1.3,33
2015/7/17,1,28,1.9,0.2,0.03,0.8,6.2,6.9,34,32,25,NR,82,2.6,1.9,219,217,1.5,1.4,25
2015/7/17,2,28,1.9,0.21,0.03,0.8,8.1,8.9,31,35,23,NR,82,2.3,1.9,211,210,1.3,1.2,25
2015/7/17,3,28,1.9,0.21,0.03,1.1,5.4,6.5,36,35,22,NR,82,2,1.9,235,227,1.2,1.4,23
2015/7/17,4,28,1.9,0.18,0.03,1.1,4.4,5.5,35,31,25,NR,81,2.2,1.9,225,215,1.3,1.2,22
2015/7/17,5,28,1.9,0.17,0.03,1.1,4.2,5.3,35,28,24,NR,80,2,1.9,243,241,1.9,1.9,25
2015/7/17,6,28,1.9,0.23,0.04,1.5,6.4,7.8,32,29,23,NR,79,2,1.9,223,220,1.8,1.3,24
2015/7/17,7,29,1.9,0.28,0.06,1.7,7.2,8.9,33,31,23,NR,76,2.7,1.9,245,245,1.8,1.7,23
2015/7/17,8,29,1.9,0.33,0.08,2.1,8.7,11,33,31,23,NR,75,3.1,1.9,263,286,2.1,1.6,23
2015/7/17,9,30,1.8,0.25,0.06,2,6,7.9,41,32,22,NR,71,2.9,1.9,269,293,2.1,1.7,23
2015/7/17,10,31,1.8,0.27,0.09,2,6.8,8.8,50,33,26,NR,67,3.5,1.9,272,266,1.7,1.1,22
2015/7/17,11,32,1.8,0.31,0.08,2.2,8.8,11,59,39,31,NR,61,3.9,1.9,292,302,2.4,1.4,26
2015/7/17,12,32,1.8,0.27,0.06,1.6,5.8,7.4,58,39,31,NR,60,2.7,1.9,283,296,2.6,2.3,31
2015/7/17,13,32,1.8,0.25,0.05,1.6,5.6,7.2,58,38,32,NR,61,2.6,1.9,282,285,3.1,2.1,31
2015/7/17,14,32,1.8,0.25,0.04,1.9,5.9,7.8,53,37,29,NR,63,2.9,1.9,288,334,1.8,1.4,32
2015/7/17,15,32,1.8,0.24,0.05,1.9,5.9,7.8,51,32,25,NR,63,3.2,1.9,281,267,2,1.1,29
2015/7/17,16,32,1.8,0.27,0.08,1.7,8.5,10,49,28,25,NR,58,3,1.9,269,273,1.4,1.3,25
2015/7/17,17,32,1.8,0.36,0.1,1.6,11,13,46,31,26,NR,57,2.9,1.9,208,173,1.2,0.8,25
2015/7/17,18,31,1.8,0.4,0.11,1.4,11,13,48,34,27,NR,63,2.5,2,281,307,1.9,1.1,26
2015/7/17,19,30,1.9,0.48,0.13,1.3,14,15,42,34,28,NR,64,2.9,2,284,246,1.6,0.9,27
2015/7/17,20,30,1.9,0.46,0.12,1.5,16,17,39,35,32,NR,69,2.3,2,206,230,1,1.1,28
2015/7/17,21,30,1.9,0.57,0.16,1.9,21,23,27,39,33,NR,71,1.5,2.1,198,165,1.2,0.8,32
2015/7/17,22,29,1.9,0.5,0.13,1.9,19,21,26,38,28,NR,71,1.2,2.1,178,177,1.2,1,33
2015/7/17,23,29,2,0.45,0.11,1.4,18,19,20,31,28,NR,72,1.3,2.1,175,168,0.8,0.7,28
2015/7/18,0,29,2,0.35,0.09,1.3,14,15,22,31,28,NR,74,2.4,2,184,193,0.9,0.8,28
2015/7/18,1,28,2,0.28,0.08,1.3,10,11,26,35,27,NR,75,1.5,2,183,211,0.9,0.9,28
2015/7/18,2,28,2,0.26,0.05,1.3,8.1,9.4,28,39,27,NR,76,1.7,2,179,186,1.1,1,27
2015/7/18,3,28,2,0.24,0.06,1.1,6,7.1,30,42,28,NR,75,1.4,2,174,180,0.7,0.9,27
2015/7/18,4,28,2,0.36,0.1,1.1,12,13,27,44,31,NR,75,2.8,2.1,182,204,0.9,0.8,28
2015/7/18,5,28,2,0.43,0.14,1.4,18,20,24,45,35,NR,76,2.7,2.2,180,142,0.8,0.6,31
2015/7/18,6,28,2,0.49,0.19,3.2,18,22,20,44,35,NR,75,2.9,2.2,165,240,0.8,0.4,35
2015/7/18,7,29,1.9,0.41,0.11,3.3,15,18,30,46,34,NR,76,3.6,2,181,209,1.2,0.7,35
2015/7/18,8,30,1.9,0.45,0.12,4.4,17,21,35,49,35,NR,71,4,2,119,112,1.4,0.8,34
2015/7/18,9,31,1.9,0.52,0.14,2.8,15,17,59,53,39,NR,63,4,2,197,193,1.2,0.4,35
2015/7/18,10,32,1.9,0.47,0.12,1.9,13,15,68,59,39,NR,65,4,2,295,294,2.2,1.2,39
2015/7/18,11,32,1.9,0.42,0.08,1.7,9.1,11,82,59,39,NR,62,3.8,2,302,286,2.8,1,39
2015/7/18,12,32,1.9,0.4,0.06,1.3,7.7,9,90,54,39,NR,63,3.9,1.9,305,279,1.9,0.5,39
2015/7/18,13,32,1.9,0.41,0.07,1.3,7.5,8.7,97,51,42,NR,61,4,2,290,295,2.4,1.1,39
2015/7/18,14,33,1.9,0.38,0.06,1.2,7.3,8.5,86,49,42,NR,56,3.7,1.9,306,50,2,0.5,42
2015/7/18,15,32,1.8,0.34,0.06,1.3,6.8,8.1,79,44,36,NR,56,3,1.9,324,85,1.9,0.3,42
2015/7/18,16,33,1.8,0.34,0.07,1.3,10,12,63,37,32,NR,55,3.2,1.9,59,61,1.5,0.6,36
2015/7/18,17,33,1.9,0.37,0.1,1.2,10,11,61,39,34,NR,53,3.7,2,61,62,1.8,1,32
2015/7/18,18,33,1.9,0.44,0.13,1.2,15,16,60,48,37,NR,53,3.6,2,85,64,0.9,0.9,34
2015/7/18,19,32,2,0.7,0.21,1.2,23,24,48,51,35,NR,61,2.9,2.2,195,166,1.3,0.7,37
2015/7/18,20,31,2,0.75,0.21,1.3,25,26,39,54,39,NR,66,2.7,2.2,177,187,1.2,1.1,35
2015/7/18,21,30,2,0.64,0.19,2,26,28,17,50,41,NR,75,2.7,2.1,196,210,0.7,0.5,39
2015/7/18,22,29,1.9,0.5,0.14,2.5,20,23,13,42,32,NR,79,3.3,2.1,219,213,0.9,1,41
2015/7/18,23,29,2,0.47,0.15,1.7,19,21,16,42,28,NR,78,3.5,2.1,231,242,1.8,1,32
2015/7/19,0,29,1.9,0.29,0.08,1.5,13,14,18,39,25,NR,80,1.1,2,237,236,1.7,1.6,28
2015/7/19,1,29,1.9,0.27,0.06,1.1,8.5,9.7,22,37,19,NR,79,2.7,1.9,231,228,2.3,1.8,25
2015/7/19,2,29,1.9,0.25,0.05,1.1,9.4,10,27,32,22,NR,76,3.4,2,221,220,1.8,2,19
2015/7/19,3,28,1.9,0.27,0.07,0.7,17,17,19,26,20,NR,76,4.6,2,222,222,1.6,1.6,22
2015/7/19,4,28,2,0.28,0.1,1,19,20,13,24,20,NR,75,5.9,2.1,225,222,1.5,1.5,20
2015/7/19,5,28,2,0.31,0.13,1.6,23,24,8.3,26,22,NR,75,7.3,2.1,218,205,0.8,1.2,20
2015/7/19,6,28,2,0.37,0.12,6.1,21,27,9.2,26,20,NR,76,5.6,2.1,185,197,1.4,1.1,22
2015/7/19,7,29,2,0.4,0.12,7.6,16,24,14,26,19,NR,73,5.4,2.1,213,225,2,1.2,20
2015/7/19,8,31,1.9,0.31,0.09,3.9,10,14,25,23,17,NR,67,3.1,2,219,227,2.3,1.6,19
2015/7/19,9,31,1.8,0.27,0.06,2,6.4,8.5,38,23,17,NR,63,1.9,1.9,238,231,2.7,2.5,17
2015/7/19,10,31,1.8,0.27,0.07,1.7,5.9,7.7,36,26,17,NR,66,1.7,1.9,241,239,3.2,2.7,17
2015/7/19,11,31,1.8,0.32,0.07,2.3,8.7,11,36,29,19,NR,66,2.5,1.9,251,258,2.8,2.3,17
2015/7/19,12,32,1.8,0.29,0.05,1.7,5.4,7,40,28,21,NR,63,1.9,1.9,256,280,2.4,2.3,19
2015/7/19,13,31,1.8,0.26,0.04,1.4,5.8,7.2,39,24,21,NR,66,2.3,1.9,265,253,3.1,2.4,21
2015/7/19,14,30,1.8,0.28,0.05,1.3,7,8.3,40,24,17,NR,72,2.3,1.9,266,265,2.4,2,21
2015/7/19,15,29,1.8,0.32,0.07,1.3,12,13,32,24,15,0.4,77,1.8,1.9,234,225,2,1.9,17
2015/7/19,16,28,1.9,0.36,0.1,2.1,15,17,24,22,16,2.6,83,1.5,2,233,250,1.9,1.5,15
2015/7/19,17,28,1.9,0.44,0.12,2.2,17,19,23,23,14,3.6,84,1.4,2,235,244,2.2,1.3,16
2015/7/19,18,27,1.9,0.37,0.09,2.6,17,20,18,20,12,5,86,1.1,2,217,227,1.6,1.4,14
2015/7/19,19,26,1.9,0.37,0.09,2.1,13,15,14,12,7,1,87,1.2,2,246,242,2.5,2.3,12
2015/7/19,20,26,1.9,0.35,0.09,2.1,12,14,14,9,7,0.2,83,1.3,2,239,242,1.9,1.9,7
2015/7/19,21,26,1.9,0.35,0.09,2.6,15,18,10,5,7,NR,82,1.9,2,237,176,1.3,1.2,7
2015/7/19,22,26,1.8,0.26,0.06,1.7,11,13,12,7,5,0.2,83,1.4,1.9,212,291,1.8,0.3,7
2015/7/19,23,26,1.9,0.29,0.08,1.6,15,16,8.5,6,5,NR,83,2.2,2,173,107,0.9,0.3,5
2015/7/20,0,26,1.9,0.28,0.1,1.6,16,18,6.7,6,7,NR,83,3,2,177,173,1.3,0.7,5
2015/7/20,1,26,1.9,0.21,0.11,1.5,15,16,6.9,7,5,NR,83,1.1,2,78,85,1.3,0.9,7
2015/7/20,2,26,1.9,0.19,0.09,1.1,14,15,6.6,7,7,NR,83,0.8,2,87,83,1.8,1.3,5
2015/7/20,3,26,1.9,0.19,0.08,0.7,9.3,10,12,10,10,NR,82,0.6,1.9,85,92,1.6,1.6,7
2015/7/20,4,26,1.9,0.23,0.09,1.1,10,11,10,11,9,NR,82,0.6,2,148,139,0.7,0.5,10
2015/7/20,5,27,2,0.22,0.08,1.4,11,13,8.7,12,10,NR,78,1.2,2,199,207,1.3,0.3,9
2015/7/20,6,27,1.9,0.23,0.07,3.7,10,14,8.7,13,11,NR,76,0.9,2,161,173,1,0.6,10
2015/7/20,7,28,1.8,0.37,0.15,7.9,11,19,11,12,8,NR,72,1.3,2,106,84,1.3,0.8,11
